,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre,days_since_1900
232,0,34,0.799,0.437,2,-13.225,1,0.0611,8.99e-05,0.849,0.107,0.399,131.376,375307,4,7,38806
233,0,62,0.373,0.301,9,-11.843,1,0.0314,0.769,0.0,0.0816,0.436,65.488,158680,3,13,23041
234,1,15,0.78,0.643,10,-5.39,0,0.204,0.055,0.0,0.101,0.206,93.998,246373,4,9,35063
235,1,77,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,154024,4,9,43432
236,0,0,0.508,0.928,4,-4.173,1,0.0354,0.00318,7.05e-05,0.095,0.647,142.587,226400,4,13,36159
237,0,58,0.53,0.391,10,-9.096,1,0.0286,0.751,6.97e-05,0.187,0.521,82.215,202507,4,13,42395
238,0,0,0.398,0.321,1,-10.807,1,0.0248,0.27,6.84e-05,0.0764,0.386,77.645,220267,4,13,39669
239,0,51,0.293,0.835,4,-4.91,0,0.054,0.274,0.0,0.489,0.841,86.641,232013,4,13,41638
240,1,56,0.659,0.589,8,-4.004,1,0.0541,0.174,0.0,0.095,0.339,72.015,192732,4,13,42837
241,0,0,0.687,0.865,6,-4.663,1,0.0349,0.0743,0.225,0.0966,0.261,117.015,288670,4,13,40338
242,0,53,0.751,0.83,1,-6.215,1,0.0951,0.212,7.94e-06,0.0584,0.935,76.489,149627,4,13,22645
243,0,0,0.342,0.93,3,-4.494,0,0.132,0.00016,0.000387,0.132,0.188,155.021,227095,3,12,38935
244,0,37,0.629,0.978,6,-6.746,0,0.208,0.000557,0.871,0.435,0.0378,151.992,432000,4,21,43879
245,0,58,0.647,0.853,8,-4.516,1,0.0904,0.0615,0.0,0.062,0.618,103.846,189000,4,13,43228
246,1,73,0.924,0.73,11,-6.125,0,0.274,0.0525,0.0,0.113,0.848,99.01,236666,4,9,44342
247,0,0,0.464,0.853,2,-3.767,1,0.0417,0.055,0.0,0.191,0.76,163.934,187613,4,3,41196
248,0,71,0.244,0.645,5,-5.863,1,0.0456,0.00178,0.00574,0.301,0.529,183.577,188307,5,13,43880
249,0,0,0.396,0.935,1,-1.688,1,0.196,0.000318,0.00692,0.189,0.098,175.099,309950,4,4,43047
250,1,0,0.551,0.725,1,-7.619,0,0.189,0.194,0.0,0.0956,0.692,99.919,210960,4,16,43302
251,1,58,0.681,0.729,0,-3.99,1,0.0326,0.00203,0.0,0.148,0.101,128.014,285954,4,16,41867
252,0,67,0.427,0.459,9,-12.442,0,0.0332,0.116,0.000103,0.132,0.383,129.878,293440,4,18,27393
253,0,30,0.535,0.737,9,-9.976,1,0.0331,0.124,0.00994,0.258,0.728,142.521,177000,4,18,31283
254,0,47,0.686,0.755,1,-8.304,0,0.0488,0.149,0.063,0.111,0.686,119.895,470507,4,20,25567
255,0,0,0.576,0.807,2,-4.602,1,0.0454,0.0157,0.0,0.0338,0.765,158.002,223265,4,13,42466
256,1,60,0.546,0.651,1,-7.601,1,0.3,0.000739,0.0,0.235,0.646,77.878,212653,4,9,41202
257,0,7,0.655,0.96,1,-6.417,1,0.04,1.29e-05,0.891,0.112,0.511,140.041,389948,4,21,43771
258,0,71,0.509,0.953,11,-4.954,0,0.0414,0.0159,3.3e-05,0.28,0.406,125.015,180000,4,6,44209
259,0,56,0.622,0.571,0,-5.338,0,0.0493,0.0458,0.0,0.122,0.635,81.059,225013,4,13,42655
260,0,1,0.192,0.906,5,-8.5,1,0.155,0.455,0.0641,0.209,0.207,94.023,153960,4,14,40951
261,0,22,0.51,0.81,1,-4.373,1,0.24,0.022,0.00871,0.399,0.306,127.954,196875,4,4,42697
262,0,60,0.786,0.674,11,-6.694,1,0.0399,0.0507,0.0,0.286,0.637,104.998,247813,4,20,43887
263,0,0,0.519,0.876,9,-3.403,1,0.032,0.558,0.00513,0.0809,0.85,93.24,380067,4,10,39812
264,0,0,0.628,0.493,7,-8.709,1,0.0264,0.177,0.0137,0.423,0.666,104.612,155867,4,3,38351
265,0,0,0.693,0.796,0,-4.42,1,0.0518,0.000186,0.0393,0.092,0.673,127.977,251893,4,13,40907
266,0,34,0.528,0.442,9,-4.9,1,0.0244,0.452,0.0,0.176,0.407,88.459,161107,4,13,24836
267,0,31,0.597,0.443,5,-8.244,0,0.0479,0.434,0.0,0.105,0.744,133.426,196693,4,18,37985
268,0,32,0.611,0.889,7,-4.231,1,0.0559,3.89e-05,6.51e-06,0.37,0.721,131.999,190573,4,4,40467
269,1,69,0.818,0.331,1,-10.617,1,0.111,0.0152,0.0,0.119,0.326,85.064,192052,4,9,43294
270,0,65,0.696,0.547,5,-5.954,0,0.169,0.792,0.0,0.155,0.623,73.203,155507,4,20,20819
271,0,0,0.595,0.599,11,-9.652,1,0.0269,4.02e-05,0.147,0.0489,0.117,100.003,453147,4,13,40014
272,1,62,0.866,0.48,1,-8.885,1,0.264,0.0388,2.62e-05,0.109,0.473,140.11,169714,4,9,43999
273,0,49,0.502,0.407,0,-6.331,1,0.0279,0.0992,0.0,0.116,0.299,75.945,213960,4,13,43005
274,1,48,0.956,0.492,1,-8.169,1,0.152,0.00778,9.75e-06,0.0849,0.267,102.017,160000,4,16,44370
275,0,74,0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,150640,4,18,24471
276,0,61,0.396,0.51,6,-6.274,1,0.0327,0.355,0.0,0.113,0.299,113.994,180467,4,3,43614
277,0,67,0.417,0.849,1,-4.199,0,0.0481,0.0146,0.000387,0.0673,0.594,94.267,171693,4,12,34698
278,0,0,0.854,0.975,8,-4.865,1,0.0701,0.193,0.514,0.296,0.591,118.21,257240,4,13,39680
279,1,38,0.58,0.572,2,-8.798,1,0.284,0.00935,0.379,0.356,0.42,92.049,312200,4,16,34336
280,0,23,0.583,0.523,10,-11.108,0,0.0368,0.149,0.728,0.121,0.0397,100.078,216059,4,7,41912
281,0,38,0.694,0.689,4,-5.463,1,0.03,0.64,1.8e-06,0.0776,0.477,95.008,243720,4,11,42905
282,0,64,0.633,0.891,8,-6.463,0,0.0311,0.0296,0.778,0.116,0.427,126.022,217390,4,6,44516
283,0,70,0.469,0.309,7,-13.694,1,0.091,0.965,0.0,0.115,0.235,112.412,52600,4,13,41367
284,0,52,0.261,0.97,8,-5.868,1,0.106,0.000532,8.29e-06,0.0782,0.376,138.964,249289,4,4,42494
285,0,32,0.734,0.705,2,-11.75,0,0.0524,0.778,0.0,0.144,0.85,129.917,354627,4,18,31459
286,0,73,0.614,0.527,10,-6.374,1,0.0302,0.597,0.0,0.11,0.354,121.941,211764,4,8,43180
287,1,54,0.422,0.973,1,-0.506,1,0.541,0.298,4.65e-05,0.21,0.567,178.213,166000,4,9,40502
288,0,47,0.448,0.783,10,-9.03,1,0.0381,0.441,0.0148,0.339,0.51,109.246,251760,4,18,26642
289,0,0,0.316,0.509,3,-7.404,1,0.0317,0.15,0.0,0.58,0.182,174.151,264627,4,13,41041
290,0,4,0.581,0.837,2,-5.169,1,0.0284,0.0676,0.0,0.204,0.646,113.958,216813,4,3,41161
291,0,0,0.381,0.783,9,-7.27,1,0.0709,0.0621,0.482,0.18,0.694,111.059,468027,4,18,27059
292,0,0,0.544,0.135,2,-18.79,1,0.0606,0.606,3.99e-06,0.0923,0.266,82.121,173347,4,0,32141
293,0,19,0.637,0.441,7,-9.33,0,0.0402,0.668,0.000654,0.0573,0.643,132.588,258392,4,10,38263
294,0,0,0.374,0.366,0,-9.687,0,0.0412,0.888,0.0571,0.0812,0.731,174.853,138360,4,10,20819
295,1,59,0.76,0.943,1,-2.703,1,0.0363,0.0698,0.0,0.525,0.686,127.976,187547,4,13,41941
296,1,64,0.779,0.797,0,-4.583,0,0.356,0.129,0.0,0.118,0.231,159.958,180058,4,9,43964
297,1,0,0.789,0.334,0,-16.452,1,0.35,0.681,0.36,0.168,0.151,124.999,241875,4,9,41182
298,0,41,0.594,0.847,3,-4.39,0,0.136,0.0378,0.0,0.194,0.704,95.888,189747,4,1,43397
299,0,0,0.611,0.801,2,-4.392,1,0.0269,0.00677,0.0735,0.647,0.425,133.98,249107,4,4,37037
300,0,0,0.318,0.736,11,-7.982,1,0.0456,0.0998,0.00534,0.14,0.364,200.051,272387,3,6,42515
301,0,65,0.551,0.324,0,-10.962,1,0.0314,0.896,0.0873,0.277,0.231,90.957,217053,4,20,41273
302,0,3,0.556,0.141,9,-26.204,1,0.0508,0.787,0.000586,0.0751,0.933,135.913,356786,4,10,24471
303,0,0,0.189,0.362,2,-8.915,0,0.0331,0.649,0.39,0.106,0.0979,111.783,353732,4,13,43558
304,0,32,0.822,0.866,2,-5.071,1,0.316,0.00193,0.00117,0.0685,0.546,127.988,260380,4,13,42493
305,1,45,0.641,0.613,11,-11.512,0,0.299,0.288,0.0,0.124,0.443,104.849,167000,4,9,43502
306,0,55,0.742,0.732,2,-6.046,0,0.0311,0.0424,0.00446,0.101,0.694,97.922,298960,4,13,36618
307,0,48,0.547,0.523,9,-9.176,1,0.0572,0.724,0.0,0.103,0.89,169.598,142907,4,13,39116
308,0,36,0.87,0.872,1,-6.358,0,0.0423,0.0819,0.908,0.0866,0.858,128.031,227344,4,6,41472
309,0,13,0.496,0.914,2,-7.36,1,0.0676,0.00837,0.0382,0.146,0.592,129.037,233867,4,14,34333
310,0,52,0.491,0.979,1,-3.786,0,0.0939,0.00455,0.00341,0.0876,0.426,173.965,194368,4,4,44370
311,0,50,0.676,0.807,5,-5.131,1,0.029,0.0284,0.0,0.0701,0.443,95.956,232520,4,13,40838
312,0,20,0.375,0.776,4,-6.035,0,0.0555,0.173,3.35e-06,0.155,0.467,146.741,165747,4,13,40594
313,0,0,0.725,0.853,2,-7.842,1,0.0353,0.0348,0.127,0.196,0.904,136.282,222813,4,18,23951
314,0,0,0.663,0.836,0,-7.542,1,0.0504,0.0321,0.00367,0.196,0.445,120.986,217903,4,4,43628
315,0,57,0.596,0.921,11,-2.5,0,0.074,0.0049,0.00019,0.536,0.232,139.969,301987,4,6,40902
316,1,64,0.816,0.754,2,-5.922,1,0.152,0.163,0.00199,0.105,0.704,92.023,125217,4,9,43327
317,0,51,0.776,0.878,9,-3.377,1,0.0304,0.00141,0.000204,0.0574,0.96,130.022,211600,4,13,39180
318,0,64,0.742,0.471,0,-10.767,1,0.0326,0.134,0.0903,0.284,0.815,124.95,354240,4,18,27842
319,0,0,0.319,0.413,9,-7.164,1,0.0444,0.956,7.2e-06,0.105,0.283,74.805,145758,5,8,42816
320,0,0,0.546,0.734,1,-7.055,1,0.128,0.156,0.0,0.311,0.961,79.182,231867,4,4,37255
321,0,53,0.473,0.574,11,-8.189,0,0.032,0.695,0.0,0.509,0.499,74.056,356707,4,18,23982
322,0,0,0.86,0.537,4,-14.616,0,0.0772,0.015,0.818,0.0989,0.357,127.97,281313,4,6,41347
323,0,0,0.562,0.29,7,-16.442,1,0.0361,0.965,0.943,0.218,0.849,129.86,140707,4,8,39780
324,0,21,0.653,0.933,5,-4.318,0,0.079,0.00377,0.00223,0.0835,0.335,128.007,257560,4,13,42270
325,0,50,0.327,0.674,3,-5.402,1,0.0415,0.0814,1.57e-05,0.0758,0.564,148.399,227040,4,18,25932
326,0,23,0.557,0.866,8,-1.553,1,0.142,0.132,0.025,0.214,0.259,125.748,202000,4,6,42823
327,0,49,0.475,0.298,11,-11.38,1,0.0289,0.931,4.17e-06,0.272,0.457,147.75,158196,4,13,43439
328,0,59,0.394,0.278,1,-13.28,0,0.033,0.598,0.169,0.0689,0.121,106.989,259060,4,13,44048
329,0,0,0.814,0.713,7,-7.004,1,0.04,0.029,1.16e-06,0.352,0.879,126.003,219240,4,16,41658
330,0,30,0.798,0.693,1,-6.736,1,0.223,0.00214,0.697,0.22,0.297,144.832,291905,4,6,42520
331,0,42,0.425,0.95,7,-3.664,1,0.228,0.000639,1.9e-06,0.0921,0.455,149.951,165024,4,4,41976
332,0,0,0.688,0.323,0,-10.019,1,0.0285,0.919,0.0,0.813,0.633,101.986,148402,3,20,41549
333,1,67,0.767,0.715,8,-4.934,0,0.0523,0.312,0.0,0.0973,0.577,149.957,193618,4,16,43313
334,0,22,0.443,0.206,5,-18.814,0,0.054,0.906,0.905,0.0691,0.393,159.294,196173,4,2,43026
335,1,27,0.649,0.982,8,-3.588,1,0.0409,0.00421,0.81,0.0624,0.84,145.978,200789,3,16,42256
336,0,0,0.754,0.731,9,-7.48,0,0.0316,0.201,0.0,0.0563,0.855,131.407,243902,4,1,36890
337,0,77,0.486,0.449,5,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,254293,4,18,26454
338,0,7,0.826,0.501,10,-12.31,1,0.0471,0.663,0.199,0.0864,0.557,123.579,303640,4,13,43187
339,0,3,0.608,0.444,3,-8.072,1,0.0499,0.898,0.000147,0.313,0.705,104.183,144827,4,10,44069
340,1,61,0.617,0.64,8,-5.601,1,0.042,0.283,1.02e-06,0.164,0.346,156.98,186497,4,15,43733
341,0,62,0.747,0.872,8,-4.233,1,0.0355,0.0742,0.00039,0.149,0.882,128.013,231562,4,11,40761
342,0,0,0.707,0.723,1,-5.488,1,0.0359,0.000437,0.0,0.0924,0.565,126.896,202043,4,13,41906
343,0,25,0.494,0.687,2,-6.87,1,0.0543,0.263,2.87e-05,0.0702,0.331,109.932,241868,4,13,42053
344,0,0,0.472,0.411,3,-10.942,1,0.148,0.824,0.0,0.233,0.878,65.101,128744,4,20,41125
345,0,39,0.49,0.799,7,-8.825,1,0.0581,0.379,0.000213,0.944,0.445,138.04,285707,4,3,43033
346,0,0,0.143,0.781,9,-5.442,0,0.0354,1.26e-05,7.09e-06,0.371,0.229,90.063,276867,4,13,34573
347,0,0,0.581,0.934,4,-6.935,0,0.0381,0.0003,1.72e-05,0.281,0.397,130.005,205653,4,13,39216
348,0,69,0.31,0.464,7,-8.755,1,0.0275,0.156,8.94e-06,0.132,0.431,144.775,188307,4,5,25059
349,0,0,0.441,0.622,2,-6.402,1,0.126,0.74,0.0,0.206,0.365,183.764,138027,3,18,38351
350,1,92,0.725,0.86,1,-3.726,1,0.182,0.422,0.000284,0.0674,0.791,175.896,230125,4,11,44409
351,1,48,0.78,0.816,10,-5.318,0,0.288,0.296,0.0,0.139,0.555,119.975,229435,4,16,41986
352,0,21,0.718,0.665,8,-10.369,1,0.101,0.917,0.000675,0.11,0.751,79.725,159000,4,0,26297
353,0,40,0.522,0.645,9,-5.977,1,0.0277,0.00671,5.44e-05,0.102,0.26,76.968,262013,4,3,41486
354,0,0,0.327,0.88,2,-12.133,1,0.0501,0.0375,0.0,0.0549,0.637,177.417,166173,4,18,28124
355,0,0,0.387,0.962,2,-3.536,1,0.0984,0.0317,3.84e-06,0.259,0.483,94.01,195133,4,18,35280
356,0,53,0.398,0.245,1,-9.215,1,0.0351,0.934,0.0,0.134,0.249,87.079,209707,4,4,43565
357,0,0,0.621,0.777,11,-4.498,0,0.0304,0.00606,0.043,0.116,0.588,109.735,258360,4,18,38351
358,1,58,0.483,0.841,5,-5.115,0,0.0964,0.0108,2.71e-06,0.382,0.204,114.382,177025,4,9,42638
359,1,0,0.708,0.56,9,-7.132,1,0.129,0.0668,0.0,0.111,0.411,163.043,230520,4,11,42949
360,0,55,0.839,0.508,1,-12.359,1,0.219,0.0126,3.06e-05,0.0928,0.874,80.014,206893,4,9,33685
361,0,63,0.858,0.6,2,-6.677,1,0.0631,0.547,0.00117,0.132,0.515,106.023,234920,4,13,42837
362,1,24,0.678,0.832,1,-5.897,1,0.262,0.0331,0.0,0.243,0.274,95.217,162109,4,9,42774
363,0,47,0.685,0.536,9,-7.315,0,0.192,0.09,0.0,0.11,0.661,104.773,231266,4,1,33565
364,1,0,0.562,0.947,11,-4.852,1,0.0405,0.0117,8.15e-05,0.143,0.41,149.985,212815,4,7,42767
365,0,44,0.252,0.197,6,-17.642,0,0.0597,0.945,0.949,0.105,0.27,162.898,178827,3,2,43537
366,0,55,0.66,0.83,5,-5.099,1,0.029,0.292,0.0,0.141,0.856,122.079,194840,4,3,43505
367,1,61,0.768,0.456,2,-8.676,1,0.354,0.0691,0.0,0.162,0.39,77.582,238200,4,9,43712
368,1,59,0.806,0.398,2,-8.211,1,0.354,0.745,0.0,0.0906,0.186,95.146,141932,4,9,44531
369,0,63,0.678,0.819,8,-3.306,1,0.0313,0.191,0.0,0.159,0.499,90.004,184248,4,4,42942
370,0,0,0.773,0.367,10,-12.589,0,0.0372,0.864,0.109,0.125,0.753,101.713,188333,4,10,35063
371,0,53,0.511,0.788,9,-4.875,0,0.0741,0.157,0.0,0.414,0.501,130.243,267147,4,4,34606
372,0,79,0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412,223440,4,9,38067
373,1,29,0.827,0.501,8,-7.463,1,0.505,0.0123,0.0,0.316,0.44,159.005,151850,4,16,43717
374,0,0,0.584,0.557,4,-9.88,0,0.112,0.649,0.063,0.0771,0.898,112.642,257187,4,10,26297
375,0,61,0.676,0.304,5,-10.649,0,0.0634,0.209,9.94e-06,0.103,0.0421,119.895,312333,4,9,43012
376,0,32,0.516,0.914,5,-1.887,1,0.0359,0.00505,3.79e-05,0.145,0.235,128.013,217501,4,13,42323
377,0,40,0.676,0.648,5,-5.759,0,0.0323,0.0792,0.0,0.131,0.325,127.044,200365,4,13,44531
378,0,19,0.246,0.959,2,-5.016,1,0.109,0.000168,0.0321,0.115,0.072,141.502,177147,4,14,28854
379,0,63,0.685,0.791,0,-6.628,1,0.0337,0.016,0.153,0.703,0.539,125.052,213547,4,6,44223
380,1,0,0.876,0.657,10,-11.17,0,0.169,0.0171,0.00188,0.217,0.595,88.966,220040,4,9,33968
381,0,31,0.597,0.797,5,-6.297,1,0.033,0.491,0.0104,0.199,0.966,168.004,238160,4,14,35840
382,0,65,0.563,0.553,10,-8.501,1,0.0287,0.19,4.71e-05,0.0967,0.409,161.893,245920,4,3,41273
383,1,38,0.729,0.716,1,-6.013,0,0.325,0.411,0.0,0.253,0.72,112.977,305124,4,9,42641
384,1,60,0.497,0.491,11,-10.133,0,0.461,0.543,0.0,0.448,0.522,84.268,202733,4,9,43530
385,0,74,0.753,0.539,3,-6.946,1,0.0393,0.0505,0.0,0.0664,0.443,124.015,136563,4,7,44447
386,0,10,0.677,0.948,6,-2.423,0,0.0383,0.0717,3.05e-05,0.0827,0.521,128.029,199320,4,13,41836
387,0,63,0.681,0.574,10,-6.889,0,0.0456,0.0861,0.0,0.0912,0.44,138.022,213133,4,13,38716
388,0,24,0.616,0.607,8,-8.644,1,0.11,0.0805,0.000838,0.105,0.396,160.042,214880,4,13,42949
389,0,7,0.791,0.732,0,-7.497,1,0.0525,0.603,0.0237,0.118,0.97,102.563,194800,4,19,28124
390,1,7,0.755,0.727,6,-6.533,1,0.396,0.00222,0.0,0.0707,0.826,106.847,204227,4,9,36632
391,1,61,0.899,0.448,1,-8.789,1,0.0738,0.000692,2.36e-05,0.365,0.302,145.975,204787,4,9,43222
392,0,39,0.703,0.978,8,-7.388,1,0.0615,0.301,0.692,0.216,0.525,104.892,357040,4,4,35429
393,0,1,0.543,0.572,5,-13.124,1,0.0317,0.0685,0.00119,0.0823,0.533,113.312,238120,4,13,33152
394,0,0,0.937,0.425,4,-11.584,0,0.569,0.000209,0.49,0.273,0.497,129.016,316973,4,4,36159
395,0,33,0.365,0.489,10,-8.299,0,0.0452,0.0589,0.000278,0.147,0.288,150.161,264000,4,6,42577
396,0,59,0.577,0.828,7,-9.805,1,0.0556,0.358,0.013,0.0683,0.706,142.365,314067,4,18,36043
397,0,0,0.559,0.447,3,-11.444,1,0.0276,0.238,4.76e-05,0.201,0.814,83.082,165653,4,0,40817
398,0,25,0.569,0.747,7,-6.724,1,0.0273,0.00343,0.21,0.0544,0.51,107.96,328680,4,18,32018
399,0,55,0.612,0.83,0,-4.361,1,0.0464,0.00171,0.0,0.125,0.525,103.84,183707,4,18,43159
400,0,73,0.392,0.629,5,-7.056,1,0.0335,0.718,3.76e-06,0.129,0.72,124.511,153205,4,13,24272
401,1,33,0.616,0.509,1,-10.724,1,0.509,0.129,0.0,0.118,0.567,140.051,164560,4,16,43867
402,1,59,0.773,0.742,5,-5.453,0,0.162,0.00198,0.0,0.558,0.35,148.949,186843,4,9,44041
403,0,0,0.515,0.871,9,-4.113,1,0.0367,0.000585,0.0,0.0877,0.498,119.869,287533,4,18,39103
404,0,0,0.558,0.672,9,-8.276,1,0.27,0.517,0.0,0.162,0.718,176.066,239960,4,13,37620
405,0,49,0.335,0.0118,1,-23.89,1,0.0406,0.992,0.933,0.085,0.0805,91.146,290933,4,2,37255
406,0,0,0.707,0.871,6,-6.026,1,0.0381,0.0294,0.0672,0.0668,0.767,107.165,205240,4,13,40467
407,0,41,0.595,0.528,2,-8.462,1,0.0276,0.0189,0.000918,0.0534,0.233,106.03,323933,4,18,39812
408,0,67,0.524,0.831,2,-4.174,1,0.036,0.00229,0.0,0.171,0.299,115.067,196053,4,13,41958
409,0,46,0.71,0.901,2,-7.317,0,0.0342,0.135,0.0022,0.218,0.913,126.602,307533,4,18,36556
410,0,60,0.755,0.702,7,-6.013,1,0.0394,0.464,0.000434,0.0518,0.625,122.014,184200,4,13,42830
411,0,55,0.344,0.81,11,-8.098,1,0.0448,0.0017,0.000409,0.119,0.667,153.801,160827,4,18,25567
412,0,1,0.275,0.958,1,-3.953,1,0.15,0.00137,0.0037,0.294,0.922,173.664,63160,4,14,41276
413,0,79,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,218933,3,12,37136
414,0,0,0.496,0.879,4,-4.024,0,0.038,0.00909,0.000243,0.241,0.377,120.909,251240,3,13,38467
415,0,77,0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,156600,4,13,42914
416,1,52,0.837,0.564,1,-12.517,0,0.068,0.17,0.000231,0.0633,0.847,129.98,223385,4,16,42651
417,0,40,0.352,0.727,6,-12.256,1,0.0352,0.00579,2.9e-06,0.313,0.426,85.385,212827,4,18,28124
418,1,56,0.892,0.661,1,-8.347,0,0.39,0.488,0.0,0.169,0.809,135.032,227556,4,16,44551
419,0,61,0.561,0.382,7,-11.276,1,0.0267,0.491,1.08e-06,0.156,0.758,96.447,225920,4,18,25261
420,0,76,0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,295600,3,18,34245
421,0,53,0.244,0.233,9,-16.583,0,0.0413,0.695,0.00059,0.282,0.262,78.088,203267,5,10,21335
422,0,25,0.39,0.876,11,-4.468,0,0.0551,0.00679,0.0,0.333,0.338,125.845,173920,4,13,40439
423,0,30,0.837,0.854,1,-4.721,0,0.107,0.183,0.0,0.157,0.271,133.885,253453,4,13,39673
424,0,72,0.808,0.786,4,-6.897,0,0.0447,0.00928,0.0701,0.0574,0.899,96.987,191240,4,4,34325
425,0,60,0.556,0.345,7,-11.176,1,0.0264,0.741,0.0061,0.103,0.245,139.53,177427,4,18,25897
426,0,44,0.654,0.782,4,-5.179,0,0.0494,0.0668,0.0,0.303,0.349,150.078,156839,4,13,43866
427,0,0,0.67,0.738,2,-5.994,1,0.0706,0.491,8.12e-06,0.0416,0.897,110.272,223427,4,10,39812
428,0,63,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308,238267,4,9,34551
429,0,0,0.503,0.307,3,-10.117,1,0.0543,0.891,0.0269,0.0426,0.388,78.709,215267,3,20,41273
430,0,0,0.235,0.891,2,-5.519,1,0.0767,0.101,0.00018,0.373,0.167,135.187,287427,4,18,28102
431,0,31,0.635,0.963,10,-3.167,0,0.0618,0.00318,0.00046,0.204,0.506,130.074,208232,4,6,44405
432,0,0,0.63,0.619,5,-7.919,0,0.0359,0.699,0.212,0.047,0.941,103.034,344693,4,10,39812
433,0,0,0.488,0.642,6,-12.578,1,0.0319,0.00145,0.239,0.0817,0.523,124.624,220333,4,18,33096
434,0,0,0.667,0.662,7,-9.295,0,0.035,0.53,0.723,0.22,0.62,79.523,298373,4,7,35322
435,0,29,0.386,0.641,7,-6.882,0,0.04,0.483,0.00049,0.119,0.239,75.138,198893,4,16,43187
436,0,57,0.59,0.534,0,-11.513,0,0.0333,0.127,0.0,0.393,0.897,165.465,322467,4,19,32872
437,0,0,0.734,0.908,6,-5.144,1,0.0654,0.00499,0.000428,0.0372,0.839,126.028,274373,4,5,41273
438,0,0,0.62,0.818,7,-2.284,0,0.0436,0.835,0.000666,0.0709,0.854,95.098,323652,4,10,42494
439,0,43,0.466,0.698,9,-6.463,0,0.0891,0.361,0.0063,0.149,0.274,78.054,254840,4,9,40299
440,0,26,0.857,0.78,1,-5.05,1,0.0903,0.000447,0.433,0.0875,0.322,124.021,249561,4,7,42858
441,0,58,0.863,0.421,7,-9.874,0,0.0776,0.786,0.505,0.101,0.104,106.995,580406,4,7,42788
442,0,71,0.32,0.799,2,-10.464,1,0.389,0.0564,0.584,0.31,0.032,165.492,231290,3,13,44566
443,0,21,0.763,0.962,11,-7.084,0,0.0571,0.000744,0.887,0.33,0.34,125.001,175612,4,4,44531
444,0,63,0.593,0.926,6,-5.361,0,0.0319,0.0355,0.0582,0.311,0.945,100.011,184347,4,8,42501
445,0,53,0.352,0.956,7,-3.634,1,0.149,7.51e-05,0.0203,0.125,0.228,122.897,456320,4,12,40805
446,0,53,0.716,0.412,3,-12.064,1,0.0354,0.869,0.0,0.0624,0.51,124.251,163920,4,13,24106
447,0,22,0.393,0.213,0,-12.268,0,0.0285,0.296,0.365,0.283,0.111,89.037,191460,3,9,43131
448,0,41,0.586,0.571,9,-9.43,1,0.0409,0.299,0.0,0.0912,0.893,200.664,254720,4,1,33357
449,0,69,0.748,0.845,5,-4.612,0,0.0536,0.00083,0.000225,0.068,0.659,123.925,207067,4,4,37985
450,0,30,0.745,0.692,1,-5.231,0,0.0356,0.0394,0.0,0.0819,0.361,100.031,206412,4,6,42421
451,0,12,0.455,0.307,1,-7.464,1,0.0466,0.603,0.0,0.166,0.382,78.581,275778,3,13,42777
452,0,48,0.267,0.316,2,-8.272,1,0.0372,0.00825,0.151,0.126,0.227,76.066,289347,4,12,35568
453,1,67,0.876,0.492,11,-8.11,0,0.153,0.0136,0.000283,0.0678,0.4,151.044,166799,4,9,43935
454,0,56,0.604,0.796,1,-2.416,0,0.0597,0.0126,0.0,0.106,0.225,127.991,200625,4,13,42809
455,0,49,0.658,0.754,11,-8.444,1,0.0545,0.191,0.0411,0.124,0.765,132.016,196840,4,1,43754
456,0,64,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.102,0.75,85.984,191880,4,13,41202
457,1,48,0.941,0.67,8,-6.259,1,0.323,0.00445,0.00278,0.139,0.2,140.049,184187,4,9,43362
458,0,52,0.699,0.604,9,-13.404,0,0.0359,0.0185,0.073,0.0868,0.96,114.226,413587,4,5,43425
459,0,42,0.772,0.555,0,-9.914,1,0.118,0.0288,0.0112,0.0604,0.71,91.404,422667,4,20,29219
460,0,28,0.275,0.962,9,-3.329,0,0.0956,0.000409,1.24e-05,0.327,0.604,172.494,73956,4,14,36890
461,1,63,0.583,0.408,7,-9.125,1,0.564,0.65,0.0,0.309,0.612,74.738,212800,3,16,43205
462,0,11,0.503,0.969,2,-7.827,1,0.0627,0.000507,0.257,0.0813,0.378,137.983,384348,4,4,44286
463,0,26,0.708,0.537,0,-9.745,0,0.0369,0.515,0.0,0.0485,0.558,119.963,227400,4,18,33237
464,0,44,0.673,0.717,11,-5.136,0,0.0429,0.147,0.0,0.192,0.305,125.995,206429,4,6,44188
465,0,61,0.796,0.607,0,-6.114,1,0.0409,0.00565,0.00231,0.0716,0.566,125.053,158280,4,13,42056
